case_number,type_of_intake
CAS-07606-B0X7B5,Court-Ordered- Magistrate's Complaint
CAS-07607-V2N1C3,Court-Ordered- Magistrate's Complaint
CAS-07608-G3H5C2,Court-Ordered- Magistrate's Complaint
CAS-07609-B1K0W9,External Agency Referrals - Housing Development Board (HDB)
CAS-07610-M9G0X7,Applications through Contact Centre
CAS-07611-K5C2K9,Walk Ins
CAS-07612-S0R4L1,Court-Ordered- Magistrate's Complaint
CAS-07613-J5B3J9,Court-Ordered- Magistrate's Complaint
CAS-07614-V4Q1Z5,External Agency Referrals - Housing Development Board (HDB)
CAS-07615-B8C4D1,External Agency Referrals - Singapore Police Force (SPF)
CAS-07616-K5P3W2,External Agency Referrals - Member of Parliament
CAS-07617-W3V3Y8,External Agency Referrals - Housing Development Board (HDB)
CAS-07618-D7F0R9,Court-Ordered- Magistrate's Complaint
CAS-07619-K1L9P3,External Agency Referrals - Member of Parliament
CAS-07620-Z7S3M5,Court-Ordered- Magistrate's Complaint
CAS-07621-N1V1R9,Court-Ordered- Magistrate's Complaint
CAS-07622-F2W6V7,Court-Ordered- Magistrate's Complaint
CAS-07623-L3N4D4,Court-Ordered- Magistrate's Complaint
CAS-07624-R4R4Q9,Applications through Contact Centre
CAS-07625-G4Z7Z3,Applications through Contact Centre
CAS-07626-J0F4V6,Applications through Contact Centre
CAS-07627-H7G4V9,Court-Ordered- Magistrate's Complaint
CAS-07628-F8G7Z6,Applications through Contact Centre
CAS-07629-C1M2N8,Applications through Contact Centre
CAS-07630-M8D7B2,Walk Ins
CAS-07631-N3S7G5,Court-Ordered- Magistrate's Complaint
CAS-07632-V6F3V3,Court-Ordered- Magistrate's Complaint
CAS-07633-H2Q6H8,Court-Ordered- Magistrate's Complaint
CAS-07634-M1X3L4,External Agency Referrals - Member of Parliament
CAS-07635-V1W4X8,External Agency Referrals - Member of Parliament
CAS-07636-M4M8J5,Applications through Contact Centre
CAS-07637-B1F1M4,Applications through Contact Centre
CAS-07638-S9W7R5,External Agency Referrals - Others
CAS-07639-C9F2R6,Court-Ordered- Magistrate's Complaint
CAS-07640-C8N5X9,External Agency Referrals - Singapore Police Force (SPF)
CAS-07641-M2N6Z6,External Agency Referrals - Member of Parliament
CAS-07642-L4R9M8,External Agency Referrals - Singapore Police Force (SPF)
CAS-07643-Z5W5W0,External Agency Referrals - Member of Parliament
CAS-07644-L4R8G7,Applications through Contact Centre
CAS-07645-W2Q0G7,External Agency Referrals - Singapore Police Force (SPF)
CAS-07646-C0J7T5,External Agency Referrals - Singapore Police Force (SPF)
CAS-07647-B9Q5Y1,External Agency Referrals - Singapore Police Force (SPF)
CAS-07648-X4C1T3,External Agency Referrals - Singapore Police Force (SPF)
CAS-07649-S9F8N5,Applications through Contact Centre
CAS-07650-M3S9X8,External Agency Referrals - Member of Parliament
CAS-07651-G5Y4S9,External Agency Referrals - Member of Parliament
CAS-07652-Z9X2Q5,Applications through Contact Centre
CAS-07653-T0G7B8,Applications through Contact Centre
CAS-07654-R0M5C8,Applications through Contact Centre
CAS-07655-Z8L5M9,Walk Ins
CAS-07656-H1F5N0,Walk Ins
CAS-07657-S0T9R7,External Agency Referrals - Housing Development Board (HDB)
CAS-07658-P2Z7W9,External Agency Referrals - Town Council
CAS-07659-L9S1J3,External Agency Referrals - Member of Parliament
CAS-07660-Y2K8C1,Walk Ins
CAS-07661-J1C1Z8,Applications through Contact Centre
CAS-07662-T4T4L4,External Agency Referrals - Housing Development Board (HDB)
CAS-07663-F9T4H7,Walk Ins
CAS-07664-Z1H1P4,Applications through Contact Centre
CAS-07665-V6C3L5,Applications through Contact Centre
CAS-07666-B0C1W5,External Agency Referrals - Housing Development Board (HDB)
CAS-07667-R1S1Y3,External Agency Referrals - Town Council
CAS-07668-P5F4D4,Court-Ordered- Magistrate's Complaint
CAS-07669-V6J5B7,Walk Ins
CAS-07670-T0C0L2,Walk Ins
CAS-07671-C7T9X6,Applications through Contact Centre
CAS-07672-T7H9G3,External Agency Referrals - Housing Development Board (HDB)
CAS-07673-V3N3G4,External Agency Referrals - Member of Parliament
CAS-07674-V4L5D4,Applications through Contact Centre
CAS-07675-F0T0S1,Court-Ordered- Magistrate's Complaint
CAS-07676-J7M7B4,Court-Ordered- Magistrate's Complaint
CAS-07677-Z5V9B3,Applications through Contact Centre
CAS-07678-B1L9R7,Court-Ordered- Magistrate's Complaint
CAS-07679-K3L5S6,Applications through Contact Centre
CAS-07680-G1Q4C6,External Agency Referrals - Member of Parliament
CAS-07681-T7G0C9,External Agency Referrals - Member of Parliament
CAS-07682-N9M6H7,Walk Ins
CAS-07683-Q9S2W3,External Agency Referrals - Housing Development Board (HDB)
CAS-07684-B9F2B8,Court-Ordered- Magistrate's Complaint
CAS-07685-R4X5B9,Court-Ordered- Magistrate's Complaint
CAS-07686-G6B5J5,External Agency Referrals - Housing Development Board (HDB)
CAS-07687-K9N3P6,External Agency Referrals - Member of Parliament
CAS-07688-C7Y8X4,Applications through Contact Centre
CAS-07689-T0R0Q1,External Agency Referrals - Housing Development Board (HDB)
CAS-07690-X7R9R0,External Agency Referrals - Member of Parliament
CAS-07691-S6L4D5,External Agency Referrals - Singapore Police Force (SPF)
CAS-07692-D1N2V0,Applications through Contact Centre
CAS-07693-N0G6T5,Applications through Contact Centre
CAS-07694-B9B0K8,Applications through Contact Centre
CAS-07695-S2D3Q0,External Agency Referrals - Member of Parliament
CAS-07696-K8Q4C5,Applications through Contact Centre
CAS-07697-B6F7G4,External Agency Referrals - Singapore Police Force (SPF)
CAS-07698-W6W0Q2,External Agency Referrals - Singapore Police Force (SPF)
CAS-07699-J4J3D6,External Agency Referrals - Housing Development Board (HDB)
CAS-07700-F5T5R4,External Agency Referrals - Housing Development Board (HDB)
CAS-07701-C4R9F1,Applications through Contact Centre
CAS-07702-J4X7Y0,External Agency Referrals - Housing Development Board (HDB)
CAS-07703-R3H3M6,External Agency Referrals - Housing Development Board (HDB)
CAS-07704-Z2N1J8,Court-Ordered- Magistrate's Complaint
CAS-07705-Y1X5W2,Court-Ordered- Magistrate's Complaint
CAS-07706-F3C0R3,External Agency Referrals - Singapore Police Force (SPF)
CAS-07707-C9K5Q1,Walk Ins
CAS-07708-N6F5T5,External Agency Referrals - Housing Development Board (HDB)
CAS-07709-K3S6D3,External Agency Referrals - Member of Parliament
CAS-07710-V2H9L6,External Agency Referrals - Member of Parliament
CAS-07711-V4W4P1,Applications through Contact Centre
CAS-07712-R4P0R3,Court-Ordered- Magistrate's Complaint
CAS-07713-Z5X0R2,External Agency Referrals - Housing Development Board (HDB)
CAS-07714-J4M7F2,Court-Ordered- Magistrate's Complaint
CAS-07715-L5P0L3,External Agency Referrals - Singapore Police Force (SPF)
CAS-07716-F9Q4M8,Applications through Contact Centre
CAS-07717-B7B8L6,External Agency Referrals - Singapore Police Force (SPF)
CAS-07718-R1N8Z5,External Agency Referrals - Singapore Police Force (SPF)
CAS-07719-S9Z1N6,Applications through Contact Centre
CAS-07720-F3S9Q6,External Agency Referrals - Member of Parliament
CAS-07721-S6C0Q4,Applications through Contact Centre
CAS-07722-L5Y6R1,External Agency Referrals - Member of Parliament
CAS-07723-F4Y1D2,Applications through Contact Centre
CAS-07724-H7L2F9,External Agency Referrals - Housing Development Board (HDB)
CAS-07725-B2P0T7,External Agency Referrals - Housing Development Board (HDB)
CAS-07726-V3R2Z7,Walk Ins
CAS-07727-M6T0N3,Walk Ins
CAS-07728-C8B7R3,Applications through Contact Centre
CAS-07729-Q4J2T1,Court-Ordered- Magistrate's Complaint
CAS-07730-K0J0T7,Court-Ordered- Magistrate's Complaint
CAS-07731-F1T6H6,Walk Ins
CAS-07732-M3J3G8,External Agency Referrals - Housing Development Board (HDB)
CAS-07733-Z1S8D9,Applications through Contact Centre
CAS-07734-S9T2M0,Court-Ordered- Magistrate's Complaint
CAS-07735-M5S6X3,Court-Ordered- Magistrate's Complaint
CAS-07736-R9C7N8,Applications through Contact Centre
CAS-07737-Z7Y3K8,Applications through Contact Centre
CAS-07738-X6R5M9,External Agency Referrals - Singapore Police Force (SPF)
CAS-07739-H2W2G8,Applications through Contact Centre
CAS-07740-F4Y8Z3,External Agency Referrals - Singapore Police Force (SPF)
CAS-07741-W9Q7M3,External Agency Referrals - Singapore Police Force (SPF)
CAS-07742-F4N4T4,External Agency Referrals - Singapore Police Force (SPF)
CAS-07743-Y3T8G7,External Agency Referrals - Member of Parliament
CAS-07744-V9J6W1,Court-Ordered- Magistrate's Complaint
CAS-07745-R6F8K7,External Agency Referrals - Member of Parliament
CAS-07746-S5T5K1,External Agency Referrals - Member of Parliament
CAS-07747-D6N1L9,Applications through Contact Centre
CAS-07748-N8L6Z6,External Agency Referrals - Member of Parliament
CAS-07749-D2X6D5,Court-Ordered- Magistrate's Complaint
CAS-07750-N3W3Y5,Walk Ins
CAS-07751-R2G6S6,Applications through Contact Centre
CAS-07752-V0L2G0,Applications through Contact Centre
CAS-07753-T9W7J3,External Agency Referrals - Housing Development Board (HDB)
CAS-07754-X3W6F7,Walk Ins
CAS-07755-P1T8D7,Applications through Contact Centre
CAS-07756-M6V1P1,Applications through Contact Centre
CAS-07757-P3V4Z3,Applications through Contact Centre
CAS-07758-R3B3T8,Applications through Contact Centre
CAS-07759-N4K8M8,External Agency Referrals - Singapore Police Force (SPF)
CAS-07760-P5G5B1,External Agency Referrals - Singapore Police Force (SPF)
CAS-07761-M5Z1X0,External Agency Referrals - Singapore Police Force (SPF)
CAS-07762-Z4C8Y2,External Agency Referrals - Singapore Police Force (SPF)
CAS-07763-H3J9D5,External Agency Referrals - Singapore Police Force (SPF)
CAS-07764-T9J5P9,External Agency Referrals - Housing Development Board (HDB)
CAS-07765-X3C7C7,External Agency Referrals - Singapore Police Force (SPF)
CAS-07766-V0J7W7,Applications through Contact Centre
CAS-07767-N5L8V5,Court-Ordered- Magistrate's Complaint
CAS-07768-X7V9G9,Applications through Contact Centre
CAS-07769-L6B8Y8,Applications through Contact Centre
CAS-07770-Z7G0N8,External Agency Referrals - Housing Development Board (HDB)
CAS-07771-R5P7V4,External Agency Referrals - Housing Development Board (HDB)
CAS-07772-B1L0H7,Applications through Contact Centre
CAS-07773-H5R4L1,Applications through Contact Centre
CAS-07774-J5J2H1,Applications through Contact Centre
CAS-07775-W9N6M5,Court-Ordered- Magistrate's Complaint
CAS-07776-H6X9Q1,External Agency Referrals - Singapore Police Force (SPF)
CAS-07777-R0D2K7,External Agency Referrals - Singapore Police Force (SPF)
CAS-07778-X2Z5L8,External Agency Referrals - Singapore Police Force (SPF)
CAS-07779-C8R7C4,Court-Ordered- Magistrate's Complaint
CAS-07780-N2G3T0,Applications through Contact Centre
CAS-07781-T2J3N6,External Agency Referrals - Singapore Police Force (SPF)
CAS-07782-D1Y6S8,External Agency Referrals - Singapore Police Force (SPF)
CAS-07783-J5D9B3,Applications through Contact Centre
CAS-07784-N4R5K4,Applications through Contact Centre
CAS-07785-D3D1K4,Applications through Contact Centre
CAS-07786-S3Y2Y3,Court-Ordered- Magistrate's Complaint
CAS-07787-S6K4B2,Court-Ordered- Magistrate's Complaint
CAS-07788-W6B1H4,Court-Ordered- Magistrate's Complaint
CAS-07789-C4Z1Q5,Court-Ordered- Magistrate's Complaint
CAS-07790-R5J6C2,Applications through Contact Centre
CAS-07791-J3X7L7,Applications through Contact Centre
CAS-07792-D6Y8X5,Applications through Contact Centre
CAS-07793-K0V5G5,Applications through Contact Centre
CAS-07794-Q0W6K0,Applications through Contact Centre
CAS-07795-Q4B6L4,Applications through Contact Centre
CAS-07796-J5T9K9,External Agency Referrals - Housing Development Board (HDB)
CAS-07797-F1L9Q7,Applications through Contact Centre
CAS-07798-K7J0K8,External Agency Referrals - Housing Development Board (HDB)
CAS-07799-C9Y4F0,Applications through Contact Centre
CAS-07800-X7W8H3,External Agency Referrals - Housing Development Board (HDB)
CAS-07801-B2Q3L0,Applications through Contact Centre
CAS-07802-P3B7V6,Court-Ordered- Magistrate's Complaint
CAS-07803-H5N7W2,Court-Ordered- Magistrate's Complaint
CAS-07804-L8T3L9,Court-Ordered- Magistrate's Complaint
CAS-07805-D9D8W2,Court-Ordered- Magistrate's Complaint
CAS-07806-B4C0G1,External Agency Referrals - Housing Development Board (HDB)
CAS-07807-M1Q9T4,Applications through Contact Centre
CAS-07808-Q3L3M2,Applications through Contact Centre
CAS-07809-H0L6H4,External Agency Referrals - Singapore Police Force (SPF)
CAS-07810-T9K7V7,Applications through Contact Centre
CAS-07811-W5H7Z0,Walk Ins
CAS-07812-H6P7R7,Court-Ordered- Magistrate's Complaint
CAS-07813-N7F2W7,Applications through Contact Centre
CAS-07814-F3J0Q8,Court-Ordered- Magistrate's Complaint
CAS-07815-W2G9Y0,Applications through Contact Centre
CAS-07816-Q0D7N1,Applications through Contact Centre
CAS-07817-X1H8T2,External Agency Referrals - Housing Development Board (HDB)
CAS-07818-C6Y4B7,Court-Ordered- Magistrate's Complaint
CAS-07819-L6X3D0,External Agency Referrals - Others
CAS-07820-D1F5M8,Applications through Contact Centre
CAS-07821-C4D8W0,Applications through Contact Centre
CAS-07822-F3Z9Z7,External Agency Referrals - Singapore Police Force (SPF)
CAS-07823-M0V8C9,Court-Ordered- Magistrate's Complaint
CAS-07824-L6B6Y2,Court-Ordered- Magistrate's Complaint
CAS-07825-Y7L7H2,Court-Ordered- Magistrate's Complaint
CAS-07826-B8P3F8,External Agency Referrals - Singapore Police Force (SPF)
CAS-07827-Y0N5G2,External Agency Referrals - Singapore Police Force (SPF)
CAS-07828-P8B9W3,External Agency Referrals - Singapore Police Force (SPF)
CAS-07829-R7Q8V7,External Agency Referrals - Singapore Police Force (SPF)
CAS-07830-X5L5L4,External Agency Referrals - Singapore Police Force (SPF)
CAS-07831-W7L3F3,External Agency Referrals - Singapore Police Force (SPF)
CAS-07832-Q2R1M4,External Agency Referrals - Town Council
CAS-07833-T7K1M6,Court-Ordered- Magistrate's Complaint
CAS-07834-P3R8H9,Applications through Contact Centre
CAS-07835-K9L5T7,Applications through Contact Centre
CAS-07836-N0F7M5,External Agency Referrals - Member of Parliament
CAS-07837-J0M1D5,Applications through Contact Centre
CAS-07838-P5C3W9,Applications through Contact Centre
CAS-07839-B3V1H3,Applications through Contact Centre
CAS-07840-B9F2X6,Court-Ordered- Magistrate's Complaint
CAS-07841-Y7P8P5,Applications through Contact Centre
CAS-07842-X8W9F2,Applications through Contact Centre
CAS-07843-N7J2Y3,Applications through Contact Centre
CAS-07844-P5P4P4,External Agency Referrals - Singapore Police Force (SPF)
CAS-07845-J2K1D7,External Agency Referrals - Housing Development Board (HDB)
CAS-07846-B9T3J3,Court-Ordered- Magistrate's Complaint
CAS-07847-V0D9K4,Court-Ordered- Magistrate's Complaint
CAS-07848-P2R6F4,Court-Ordered- Magistrate's Complaint
CAS-07849-S2P7Z1,Court-Ordered- Magistrate's Complaint
CAS-07850-Y7V5G9,Court-Ordered- Magistrate's Complaint
CAS-07851-Z5R8M4,Court-Ordered- Magistrate's Complaint
CAS-07852-L2H0Q6,External Agency Referrals - Member of Parliament
CAS-07853-C9X1P3,Court-Ordered- Magistrate's Complaint
CAS-07854-P1C7V7,Court-Ordered- Magistrate's Complaint
CAS-07855-K4L5V4,Applications through Contact Centre
CAS-07856-N7H4N7,External Agency Referrals - Housing Development Board (HDB)
CAS-07857-S7F3X0,Applications through Contact Centre
CAS-07858-Q8R1V5,Walk Ins
CAS-07859-F7Y3H1,Court-Ordered- Magistrate's Complaint
CAS-07860-B5Q8G3,Applications through Contact Centre
CAS-07861-F7L0C3,External Agency Referrals - Housing Development Board (HDB)
CAS-07862-C4D9D7,Applications through Contact Centre
CAS-07863-K7X2Z4,External Agency Referrals - Housing Development Board (HDB)
CAS-07864-Z2H1Y4,External Agency Referrals - Member of Parliament
CAS-07865-Z0N4Q2,External Agency Referrals - Housing Development Board (HDB)
CAS-07866-B8X6R9,Court-Ordered- Magistrate's Complaint
CAS-07867-Q4N7C1,Court-Ordered- Magistrate's Complaint
CAS-07868-G1G3S5,Court-Ordered- Magistrate's Complaint
CAS-07869-R5N4B6,Court-Ordered- Magistrate's Complaint
CAS-07870-G4X9H3,External Agency Referrals - Singapore Police Force (SPF)
CAS-07871-N7W4C9,External Agency Referrals - Singapore Police Force (SPF)
CAS-07872-M9N0S2,External Agency Referrals - Singapore Police Force (SPF)
CAS-07873-R1D2V0,External Agency Referrals - Member of Parliament
CAS-07874-N2J9T8,External Agency Referrals - Housing Development Board (HDB)
CAS-07875-S0P6L7,Applications through Contact Centre
CAS-07876-S7F9N9,External Agency Referrals - Housing Development Board (HDB)
CAS-07877-C7N6V8,External Agency Referrals - Singapore Police Force (SPF)
CAS-07878-W7S8L3,External Agency Referrals - Singapore Police Force (SPF)
CAS-07879-W1B9S6,External Agency Referrals - Singapore Police Force (SPF)
CAS-07880-R4S3G8,Court-Ordered- Magistrate's Complaint
CAS-07881-B4C2R4,Walk Ins
CAS-07882-T0W8B3,Court-Ordered- Magistrate's Complaint
CAS-07883-D6G5Y3,Walk Ins
CAS-07884-X4V0J2,External Agency Referrals - Others
CAS-07885-W3V4N3,Applications through Contact Centre
CAS-07886-C5T5H7,Applications through Contact Centre
CAS-07887-Z2Y4B6,Applications through Contact Centre
CAS-07888-T7Z2X7,Walk Ins
CAS-07889-D9V3G2,Applications through Contact Centre
CAS-07890-Q0N7T7,External Agency Referrals - Housing Development Board (HDB)
CAS-07891-K2N2Y3,External Agency Referrals - Singapore Police Force (SPF)
CAS-07892-Z9W9D3,Applications through Contact Centre
CAS-07893-C6M6Q5,Applications through Contact Centre
CAS-07894-J7C9C7,Applications through Contact Centre
CAS-07895-Y4T4R1,Court-Ordered- Magistrate's Complaint
CAS-07896-J7S9Y6,Applications through Contact Centre
CAS-07897-H3B9D7,Court-Ordered- Magistrate's Complaint
CAS-07898-B6R1R5,Court-Ordered- Magistrate's Complaint
CAS-07899-W8W7T4,Walk Ins
CAS-07900-V9D8X0,External Agency Referrals - Singapore Police Force (SPF)
CAS-07901-N3F2J7,External Agency Referrals - Singapore Police Force (SPF)
CAS-07902-Q9C2L2,External Agency Referrals - Singapore Police Force (SPF)
CAS-07903-W1L8L6,External Agency Referrals - Singapore Police Force (SPF)
CAS-07904-G5Y8S3,Applications through Contact Centre
CAS-07905-C5K2D4,External Agency Referrals - Others
CAS-07906-R3F7D0,External Agency Referrals - Singapore Police Force (SPF)
CAS-07907-C4L3P6,Walk Ins
CAS-07908-T0G4V1,External Agency Referrals - Singapore Police Force (SPF)
CAS-07909-B0Z6W4,External Agency Referrals - Others
CAS-07910-B0N8X2,External Agency Referrals - Singapore Police Force (SPF)
